<<<<<<< HEAD
Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,contrast,dissimilarity,homogeneity,energy,correlation,Class
0.03010148,0.542230641,-0.532820802,-0.100415394,-0.687504203,0.542230641,0.540981846,0.032808751,0.458064547,-0.517055683,-0.49008756,-0.265880664,-0.188931085,-0.022708931,-0.053844033,0.022718829,-0.479146864,-0.490726698,-0.510916199,-0.641716428,-0.654068971,-0.262417325,0.092023002,0.532887381,0.425968048,0.549094163,-0.783291096,-0.79430535,0.735017307,0.728878742,-0.083963316,Chlorella_FSP
-0.043540194,1.570678061,-0.506878969,0.035526248,-0.680488436,1.570678061,1.422880634,-1.141483897,1.593725461,-0.324734863,-0.444899682,-0.249305729,-0.182578384,-0.022708752,-0.053654991,0.022659324,-0.438532833,-0.157923382,-0.475290284,-0.882143584,-0.774554143,-0.406689793,0.059911287,0.767524388,0.402840183,0.59708721,-0.794304126,-0.796643674,0.726740665,0.962493009,0.061220158,Chlorella_FSP
-0.778525627,1.786920074,-0.43029973,0.240495655,-0.580101066,1.786920074,1.866329299,-1.468771128,1.935227946,0.079476034,-0.131228741,-0.101207377,0.063394083,-0.022462757,-0.015418971,0.022832423,-0.513768662,-0.593788371,-0.567498534,-0.548416337,-0.658903253,-0.145469187,0.159626614,0.829603238,0.51097858,-0.042198825,-0.753883017,-0.772875802,0.760150307,0.974140939,0.065515202,Chlorella_FSP
-0.298994748,0.391288045,-0.513999174,-0.140045667,-0.579972293,0.391288045,0.323052277,-0.618825357,0.417760137,-0.274302859,-0.31615896,0.242060257,0.569709345,-0.019073946,0.061947396,-0.001016895,-0.558377516,-0.139315024,-0.477385927,-0.735734212,-0.633988109,-0.14820162,0.240750949,0.477121635,0.447845758,0.20149403,-0.75212401,-0.753711315,0.696814137,0.911601909,0.086776419,Chlorella_FSP
-0.805057335,0.646082005,-0.469384992,-0.089037902,-0.445322874,0.646082005,0.634731207,-1.289316683,0.667660269,-0.097707907,-0.304909677,-0.178870111,-0.084923446,-0.022691642,-0.047918776,0.023045459,-0.684214433,-0.575895719,-0.493103242,-0.774489634,-0.654068971,-0.140004321,0.351451864,0.557087611,0.450346068,0.484792798,-0.778684649,-0.798621786,0.78695966,1.00627518,0.106923869,Chlorella_FSP
0.148184831,0.606768895,-0.523498699,-0.083452587,-0.644030033,0.606768895,0.440264984,-0.430432259,0.688909261,-0.566145818,-0.511482658,-0.268018137,-0.18869084,-0.022708878,-0.053801499,0.022705442,-0.547724655,-0.511482174,-0.555972503,-0.764441932,-0.784966442,-0.328542206,0.230610407,0.489747842,0.550983536,0.519739192,-0.808426106,-0.822789553,0.813784732,1.022025272,0.134453145,Chlorella_FSP
0.240148879,-0.119886245,-0.595425656,-0.248869508,-0.680080355,-0.119886245,-0.08545809,-0.445101337,-0.056893401,-0.462858372,-0.485115937,-0.248160377,-0.178488971,-0.022708132,-0.053520965,0.023002639,-0.54506144,-0.44134298,-0.487864137,-0.899368217,-0.680099718,-0.174432978,0.118219402,0.592335771,0.411591267,0.653467393,-0.81794185,-0.8120412,0.7487416,0.958629864,0.027759015,Chlorella_FSP
-1.359541006,1.674086047,-0.42161349,0.200612372,-0.556465912,1.674086047,1.501506418,-0.963418071,1.633019112,-0.589051639,-0.52419602,-0.268007019,-0.188536562,-0.022708911,-0.053830002,0.022711532,-0.4152297,-0.480706814,-0.64503729,-0.769465783,-0.698321241,-0.322530853,0.196808601,0.46765198,0.415185462,0.779274411,-0.78669505,-0.797773151,0.760652213,0.985331854,0.290331497,Chlorella_FSP
-0.779318227,1.497002986,-0.462110379,0.046112919,-0.547992644,1.497002986,1.451381474,-1.074130589,1.53465736,-0.562981532,-0.297257189,-0.075900239,0.117095891,-0.022186598,0.002049575,0.022458506,-0.595662528,-0.490010992,-0.623033048,-0.723533431,-0.731045609,-0.485383867,-0.170786039,0.345072557,0.657715508,0.639954787,-0.786385629,-0.794418298,0.785868799,1.012026301,0.279237404,Chlorella_FSP
-0.872982258,1.197718864,-0.501737804,-0.053065817,-0.515455166,1.197718864,0.810514315,-1.370816525,1.212177507,-0.27228396,-0.396885155,-0.223914852,-0.1375983,-0.022702075,-0.05092374,0.022692667,-0.49246294,-0.525080589,-0.724671687,-0.79745581,-0.771951068,-0.581019026,-0.387962643,0.940608638,0.574892748,0.655797152,-0.80662915,-0.821165548,0.794601948,1.009817822,-0.145810289,Chlorella_FSP
-1.209074213,1.277586436,-0.461979115,0.095346432,-0.65210529,1.277586436,1.574699165,-0.963443482,1.63624418,-0.413154936,-0.365500357,-0.259349818,-0.187224751,-0.022708972,-0.053687211,0.022736798,-0.778758572,-0.354026841,-0.574833281,-0.841952776,-0.871239775,-0.565170914,-0.51049419,0.762789561,0.825236261,0.296548222,-0.825413017,-0.851698074,0.878527884,1.113845698,-0.280286246,Chlorella_FSP
-1.221625771,2.05953966,-0.33571821,0.397571543,-0.522708989,2.05953966,2.209475961,-0.933405607,2.154138136,-0.276477825,-0.397571566,-0.199491904,-0.15970435,-0.02270938,-0.053905995,0.02392219,-0.531745364,-0.46138275,-0.587407134,-0.590042532,-0.673777965,-0.36023843,-0.089661705,0.912199673,0.513947697,0.17726453,-0.755225221,-0.780153301,0.775202446,0.760490351,0.253786946,Chlorella_FSP
-1.350965279,2.435905933,-0.415833594,0.328619506,-0.607559108,2.435905933,2.197252758,-1.452214978,2.546580112,-0.388640798,-0.519786711,-0.268531922,-0.193084491,-0.022709027,-0.0539258,0.022720389,-0.575688415,-0.542257534,-0.816879937,-0.791714266,-0.790916327,-0.513254684,-0.317823895,0.588127035,0.630837178,0.835188642,-0.789435535,-0.817361956,0.831004593,1.100243743,0.16459997,Chlorella_FSP
-0.317416152,1.757619171,-0.512385018,0.055197674,-0.648421099,1.757619171,1.663824131,-1.344091381,1.766978814,-0.450133442,-0.475117391,-0.250119226,-0.176696791,-0.022708655,-0.053670593,0.022791916,-0.650924243,-0.354742547,-0.58321585,-0.829751995,-0.844465292,-0.776661237,-0.605984292,0.763315653,0.687406686,0.813288902,-0.803828987,-0.834804753,0.828939557,1.050363713,-0.630882072,Chlorella_FSP
-1.21239563,1.429913542,-0.367285854,0.218899105,-0.408469341,1.429913542,1.514801536,-1.422627138,1.543179298,-0.092973541,-0.349848017,-0.172664608,-0.061916216,-0.022639795,-0.044122059,0.02275616,-0.567698769,-0.476412577,-0.62512869,-0.686931087,-0.801328626,-0.553148208,-0.392187869,0.972174154,0.633493757,0.373430289,-0.695623478,-0.733444824,0.758891594,1.025307392,-0.486019299,Chlorella_FSP
-0.87592711,1.628978432,-0.425564606,0.226745696,-0.577998238,1.628978432,1.591941456,-1.345347496,1.717124114,-0.28827391,-0.377594006,-0.259244724,-0.190112424,-0.022709036,-0.054016314,0.022722088,-0.510439643,-0.439911568,-0.721528224,-0.877837426,-0.871239775,-0.745511499,-0.59753384,0.851173007,0.644745151,0.91486642,-0.750668383,-0.783486786,0.780581992,1.022949954,-0.769137377,Chlorella_FSP
-0.454023906,1.831435525,-0.565478121,-0.104459576,-0.548003116,1.831435525,1.409294071,-1.472544324,1.771824499,0.201203887,0.135140853,0.165696437,0.477368119,-0.021135944,0.078383591,0.022008403,-0.629618522,-0.418440387,-0.724671687,-0.861330487,-0.831449919,-0.613261736,-0.583168072,0.826972778,0.694595077,0.677230941,-0.82892202,-0.855785562,0.871778317,1.08946948,-0.333278541,Chlorella_FSP
-1.687537969,1.959017764,-0.624040577,0.067212996,-0.777743342,1.959017764,1.564535739,-1.417032313,1.862684676,-0.767797275,-0.474839683,-0.232775905,-0.138356317,-0.022697704,-0.049692945,0.022684909,-0.711512389,-0.578042837,-0.74772375,-0.932382095,-0.855993194,-0.69195581,-0.59584375,1.047931394,0.737256612,0.676764989,-0.831333896,-0.875105734,0.924026058,1.124947391,-0.524003497,Chlorella_FSP
-0.141515296,1.858426293,-0.615201234,0.067506052,-0.790067318,1.858426293,1.256896906,-1.05227053,1.642436309,-0.409036442,-0.495932779,-0.264747335,-0.192590414,-0.02270907,-0.054023233,0.022716001,-0.667569338,-0.429175977,-0.721528224,-0.812527363,-0.802816097,-0.618180116,-0.763162689,0.559191979,0.853989823,0.50715849,-0.828641325,-0.859784523,0.880699439,1.097836187,0.002056734,Chlorella_FSP
-0.592040562,1.791704605,-0.532057943,0.109329419,-0.688750577,1.791704605,1.655961051,-1.352366862,1.850803475,-0.42801667,-0.504975032,-0.262679058,-0.194634878,-0.022709052,-0.054070333,0.022726352,-0.622960484,-0.53939471,-0.579024566,-0.874248961,-0.794635005,-0.601785517,-0.578097802,0.928508523,0.775542605,0.304935356,-0.807317637,-0.832616008,0.869754109,1.113224663,-0.069149714,Chlorella_FSP
-0.556558967,1.380576865,-0.548699965,-0.064508246,-0.627529574,1.380576865,1.143612435,-1.345411678,1.398597241,-0.329028767,-0.428040185,-0.245194597,-0.15338602,-0.022703632,-0.051216718,0.022715044,-0.423885149,-0.289613296,-0.624080869,-0.974725982,-0.883511412,-0.749336906,-0.701474394,0.740693699,0.708659319,0.759238479,-0.774520762,-0.810371405,0.821978815,1.072611648,-0.485255407,Chlorella_FSP
-0.959484383,1.966451168,-0.58242405,0.0806936,-0.706310356,1.966451168,1.840970265,-1.40337967,1.851475997,-0.295030397,-0.426985165,-0.246264039,-0.160409671,-0.022706991,-0.052393066,0.022711467,-0.571693592,-0.485716756,-0.589502776,-0.90008591,-0.879048999,-0.694688243,-0.611054562,0.870638409,0.709596935,0.706585912,-0.796906595,-0.834035487,0.857729809,1.093561822,-0.382712446,Chlorella_FSP
-1.086210854,1.338290377,-0.472358201,0.129487529,-0.518505364,1.338290377,1.223825292,-1.425534663,1.418968342,-0.380698482,-0.512739277,-0.265512082,-0.193087564,-0.022709008,-0.054046068,0.022749938,-0.488468117,-0.348301193,-0.595789702,-0.713485728,-0.781619631,-0.766277991,-0.502888783,0.77068094,0.59630165,0.746191825,-0.769314022,-0.782338993,0.764908303,0.987988241,0.191649554,Chlorella_FSP
-0.573979461,1.501331843,-0.549672407,0.093678263,-0.707258089,1.501331843,1.330668502,-1.271166271,1.481418998,-0.578438303,-0.52496076,-0.274831238,-0.197826706,-0.02270905,-0.054011217,0.022720194,-0.471157219,-0.381223672,-0.719432582,-0.84051739,-0.793891269,-0.678293645,-0.550211312,0.980591625,0.739288113,0.247157318,-0.818772486,-0.840992458,0.85565645,1.10077199,0.462721134,Chlorella_FSP
-0.767357189,1.937302756,-0.512615922,0.138718812,-0.685516074,1.937302756,1.859631815,-0.908954206,2.046273629,0.085490248,-0.393155336,-0.238941747,-0.180895907,-0.022709003,-0.053983771,0.022776731,-0.378610491,-0.729056815,-0.771823633,-0.829034302,-0.855249459,-0.758627178,-0.584858163,0.521839451,0.669748249,1.202824707,-0.796005044,-0.821748602,0.826163877,1.053637362,-0.238758998,Chlorella_FSP
-1.016403731,1.58433998,-0.486200898,0.123705296,-0.621968284,1.58433998,1.563566265,-1.397822735,1.68093986,-0.180773803,-0.49407063,-0.243924385,-0.179172879,-0.022708588,-0.053701168,0.022647762,-0.531745364,-0.497168053,-0.756106318,-0.832622767,-0.881280206,-0.624737956,-0.70738971,0.891682087,0.727099103,0.641818595,-0.794801066,-0.826846515,0.861810967,1.089186791,-0.045418551,Chlorella_FSP
-1.089173504,1.169319124,-0.395641266,0.036845003,-0.530856196,1.169319124,1.163762483,-1.135617244,1.272403663,-0.493652691,-0.52142531,-0.267956878,-0.195842428,-0.022709053,-0.054053838,0.02272133,-0.753458028,-0.437048744,-0.515107483,-0.738604984,-0.767488655,-0.706710949,-0.737811335,0.873268869,0.756165204,0.463359009,-0.776910166,-0.800184739,0.824453677,1.090872113,0.416332573,Chlorella_FSP
-0.762536116,1.030423343,-0.377959675,0.39602253,-0.538361381,1.030423343,1.244905895,-1.116087406,1.11111996,-1.030993246,-0.570650796,-0.275640439,-0.199377187,-0.022709052,-0.054052833,0.02272273,-0.614305035,-0.73191964,-0.681711026,-0.703438026,-0.63212877,-0.539486042,-0.720065387,0.620218644,0.736475265,0.570061999,-0.792007369,-0.826886199,0.865043232,0.953601944,1.346067222,Chlorella_FSP
-1.581982674,1.233550109,-0.486009612,0.093415706,-0.556852438,1.233550109,1.253072802,-0.732262048,1.310634574,0.254320153,-0.320631202,-0.210937996,-0.147662545,-0.022706994,-0.052069365,0.02267988,-0.56969618,-0.506472232,-0.543398651,-0.72568651,-0.701668052,-0.608889843,-0.557816718,0.670723471,0.697720464,0.472678048,-0.763507414,-0.794042823,0.799364732,0.80363757,0.144394866,Chlorella_FSP
-1.0162088,2.487847765,-0.446217808,0.169196701,-0.601359193,2.487847765,2.324356241,-1.502681322,2.585887181,-0.104828915,-0.480294144,-0.256145656,-0.188014711,-0.022709038,-0.054004021,0.022736082,-0.620297269,-0.46496128,-0.524537872,-0.782384257,-0.817318942,-0.642225527,-0.618659969,0.613379449,0.716785326,0.710313527,-0.75010975,-0.775733075,0.786082719,1.036549551,-0.031981417,Chlorella_FSP
-0.722460788,1.926545535,-0.50411967,0.153137198,-0.662403672,1.926545535,1.847355442,-1.401179604,1.951811617,-0.564688412,-0.470556362,-0.257755396,-0.176613356,-0.022708386,-0.053455121,0.022830404,-0.372618257,-0.625995143,-0.681711026,-0.84769432,-0.835168597,-0.708896895,-0.610209517,0.795933353,0.660840895,0.833790786,-0.763284384,-0.798725576,0.805608884,0.978108449,-1.00888387,Chlorella_FSP
-0.952169021,1.431456954,-0.455452718,0.010256578,-0.479226327,1.431456954,1.256248402,-1.14771657,1.390793595,-0.360630835,-0.437282944,-0.231422442,-0.136928752,-0.022699007,-0.050386856,0.022685948,-0.370620845,-0.655339092,-0.650276395,-0.895779752,-0.769347994,-0.598506598,-0.485142835,1.08212737,0.69381373,0.271386818,-0.768464623,-0.800175581,0.827182148,1.08532702,-0.492262074,Chlorella_FSP
-1.262120008,1.787836726,-0.528731488,0.230312329,-0.661098051,1.787836726,1.656633597,-1.52035001,1.853431153,-0.496333564,-0.369669528,-0.045370508,0.160140404,-0.022276619,-0.018768557,0.02273246,-0.718170427,-0.608818198,-0.545494293,-0.855588943,-0.858968137,-0.665724452,-0.553591492,0.49185221,0.694438807,1.139921198,-0.80809771,-0.83517107,0.851791349,1.053980179,-0.042739693,Chlorella_FSP
-1.666846531,2.232150871,-0.495497623,0.260044255,-0.654280968,2.232150871,1.90116487,-1.529439929,2.30594312,-0.683938868,-0.500347491,-0.271808871,-0.192093297,-0.02270898,-0.053694234,0.022721419,-0.768771515,-0.686114452,-0.67647192,-0.718509579,-0.758563827,-0.666270939,-0.395568049,0.69229324,0.780074416,0.549560115,-0.772173653,-0.815457107,0.857571293,1.16242429,-0.044828849,Chlorella_FSP
-1.718417217,1.43623273,-0.417590405,0.163259119,-0.524797245,1.43623273,1.584924994,-1.092568349,1.517461883,-0.185279963,-0.325586589,-0.235213066,-0.148678448,-0.022704715,-0.051402334,0.022705715,-0.366626023,-0.478559695,-0.543398651,-0.709897263,-0.686049603,-0.464070888,-0.465706797,0.700184619,0.548952034,0.525796567,-0.723158492,-0.749330774,0.747612432,0.764967996,-0.062932229,Chlorella_FSP
-1.24837766,1.424157194,-0.49745229,0.011306808,-0.588753071,1.424157194,1.29035686,-1.417171375,1.496258932,-0.484923147,-0.507545368,-0.27407892,-0.198110816,-0.02270905,-0.054039928,0.022720962,-0.852662794,-0.43060739,-0.73724554,-0.902238989,-0.799469287,-0.622552009,-0.53838068,1.1389453,0.621148478,0.759238479,-0.799385783,-0.831269793,0.84944474,1.031592424,-0.067975791,Chlorella_FSP
-0.708440375,1.272807284,-0.496759622,0.015415237,-0.675657001,1.272807284,1.131644467,-0.483858382,1.223491635,-0.281683279,-0.235286563,-0.010804411,0.170641767,-0.022091304,-0.01879301,0.022045084,-0.777426965,-0.300348887,-0.456429506,-0.676165692,-0.697577506,-0.607250384,-0.818090624,0.802772548,0.685531454,0.469416384,-0.78843116,-0.813762891,0.803470642,0.837630888,-0.029390302,Chlorella_FSP
-1.866269731,1.585575878,-0.338393013,0.195355861,-0.373303441,1.585575878,1.591877907,-1.51120921,1.73914346,0.503844829,-0.119910101,-0.181929709,-0.140158756,-0.022708491,-0.051705931,0.022213043,-0.501118389,-0.588778428,-0.632463438,-0.681907236,-0.769719861,-0.61271525,-0.772458186,0.702288987,0.811172019,0.33009676,-0.703397494,-0.74344528,0.780397228,1.047420056,-0.286773241,Chlorella_FSP
-1.079952009,2.163897075,-0.471981165,0.252907465,-0.637977883,2.163897075,2.018412852,-1.112939315,2.244512431,0.323399722,-0.290389116,-0.197058557,-0.147303282,-0.022708926,-0.053476551,0.022960702,-0.553716889,-0.685398746,-0.70685873,-0.801044275,-0.774182275,-0.653701747,-0.672742858,0.846964272,0.70100212,0.726155893,-0.734390735,-0.78479637,0.828613515,1.06921661,-0.76899202,Chlorella_FSP
-0.809219183,1.98455263,-0.448016881,0.304222542,-0.620509978,1.98455263,1.920295933,-1.338902103,2.1042991,-0.120613666,-0.480064204,-0.260264227,-0.184082946,-0.022708955,-0.053798725,0.022721923,-0.521092503,-0.538679004,-0.62512869,-0.770183476,-0.750754603,-0.575554159,-0.578942847,0.720702205,0.805546322,0.203823789,-0.749473204,-0.785614478,0.832788938,1.086904657,-0.13399797,Chlorella_FSP
-1.01937209,1.983966619,-0.488944705,0.199821119,-0.666183765,1.983966619,1.700992938,-1.004489152,1.833007438,-0.513475607,-0.530171073,-0.273887826,-0.198106739,-0.022709051,-0.054035174,0.02272089,-0.696198902,-0.507187938,-0.72781515,-0.814680442,-0.760795034,-0.61599417,-0.74034647,0.679667034,0.8913382,0.297014174,-0.799491574,-0.836660759,0.871537968,1.108012698,0.06724919,Chlorella_FSP
-1.672664731,2.40647213,-0.446920905,0.347082073,-0.59735932,2.40647213,2.246311957,-1.550043576,2.357366368,-0.372923139,-0.444190019,-0.217832513,-0.163951672,-0.022707525,-0.053785281,0.021935991,-0.629618522,-0.727625403,-0.626176511,-0.879272812,-0.861199344,-0.754255285,-0.925411358,0.984274269,0.777730376,0.805367719,-0.790975752,-0.834236961,0.871100395,1.083725,-0.672060918,Chlorella_FSP
-1.053566727,1.18549607,-0.499666644,0.051021617,-0.55989221,1.18549607,1.17407308,-0.85588371,1.253390168,-0.104843074,-0.51681868,-0.263526238,-0.190588736,-0.022708988,-0.053951538,0.022704324,-0.708849174,-0.507187938,-0.521394409,-0.745781914,-0.704271126,-0.492488193,-0.525705002,0.662832091,0.761478362,0.276978241,-0.729941278,-0.746238447,0.791394073,1.035603834,0.03241353,Chlorella_FSP
-1.374980079,1.901587031,-0.498956841,0.082276106,-0.577370428,1.901587031,1.758687546,-1.439101159,2.010803383,-0.149987139,-0.4125688,-0.275452713,-0.197885294,-0.022709049,-0.054000464,0.02272089,-0.786748218,-0.577327131,-0.477385927,-0.789561187,-0.80058489,-0.704525002,-0.877243785,1.221015644,0.831330766,0.178662386,-0.812356681,-0.842503516,0.864216725,1.10109567,-0.184395077,Chlorella_FSP
-0.444768846,2.064817712,-0.481742367,0.128980315,-0.581538902,2.064817712,1.881882415,-1.494612454,2.059067137,-0.470858582,-0.468459035,-0.238712231,-0.155581768,-0.022703643,-0.052086143,0.022711604,-0.808053939,-0.598082607,-0.618841764,-0.857742022,-0.813228396,-0.596320651,-0.652461775,1.091070933,0.74741412,0.479201375,-0.798948099,-0.830002947,0.85319742,1.075440222,-0.583482479,Chlorella_FSP
-1.05209978,1.715636199,-0.458777605,0.259604671,-0.514704007,1.715636199,1.571722357,-1.539244203,1.670633453,-0.396012652,-0.499522601,-0.260878728,-0.193101369,-0.022709133,-0.054109767,0.022720313,-0.61164182,-0.456372808,-0.695332699,-0.765877318,-0.739970436,-0.641132554,-0.913580726,1.206285069,0.839300503,-0.061768805,-0.784129046,-0.820628283,0.859845149,1.098183878,-0.116232222,Chlorella_FSP
-0.888331197,1.679280612,-0.442619021,0.159311676,-0.467668714,1.679280612,1.60676758,-1.423557991,1.661177296,-0.535301077,-0.514271718,-0.260509589,-0.190045675,-0.022708938,-0.05395412,0.022715171,-0.256102593,-0.341144132,-0.047779308,-0.335979208,-0.461069576,-0.391388168,-0.513029325,0.67335393,0.189532508,0.673503325,-0.404604781,-0.398566934,0.308007428,0.552850934,-0.478082957,Chlorella_FSP
-1.249323719,1.200311944,0.00861798,1.700615215,0.073570521,1.200311944,1.43545632,-1.115539362,1.279123346,-0.813139909,-0.467189521,-0.233907937,-0.16398695,-0.022690461,-0.051144295,0.023690491,0.327141533,0.514124606,0.199506453,0.149898956,-0.00292843,-0.152027027,0.009208578,0.246167272,-0.486019932,0.609667912,-0.179163723,-0.140719414,-0.194676245,-0.002520089,-1.493506318,Chlorella_FSP
-0.641779155,1.667001196,-0.4757961,0.12245417,-0.662410182,1.667001196,1.546193959,-0.503060879,1.660558594,-0.073452656,-0.141674771,-0.241352322,-0.173725387,-0.02270831,-0.053255181,0.022633035,-0.79407206,-0.625279437,-0.385177677,-0.648175665,-0.631756903,-0.500139006,-0.450495984,1.142627944,0.614428895,0.17726453,-0.803611151,-0.834826121,0.852632145,0.882675466,0.180030331,Chlorella_FSP
-1.240387072,1.857722969,-0.579549663,0.027943408,-0.601514254,1.857722969,1.349902337,-1.511094647,1.721881684,-0.257417138,-0.466517396,-0.26632487,-0.189176002,-0.022708826,-0.053698358,0.022721739,-0.533076972,-0.455657102,-0.663898068,-0.816115828,-0.810253453,-0.681572564,-0.715840161,1.034779096,0.709909474,0.452642115,-0.792739105,-0.812706676,0.80039928,1.02670966,-0.130192702,Chlorella_FSP
-1.045871236,1.734467994,-0.539893129,0.088450982,-0.652210459,1.734467994,1.575450838,-1.426715174,1.80115768,-0.132101735,-0.445543658,-0.242042817,-0.163929989,-0.022708021,-0.053023494,0.022795511,-0.543064029,-0.546551771,-0.684854489,-0.691237245,-0.802444229,-0.605064437,-0.522324822,0.872216685,0.753352356,0.279773952,-0.777406894,-0.801411901,0.819027099,1.056139913,0.055088052,Chlorella_FSP
-1.072282234,1.006910162,-0.612961856,0.115609204,-0.75984613,1.006910162,0.997247558,-0.755149681,1.114765724,0.220769665,-0.352663901,-0.26226219,-0.192492877,-0.022709026,-0.053945592,0.022719341,-0.552385282,-0.433470214,-0.589502776,-0.749370379,-0.774554143,-0.577740106,-0.633870781,0.522891634,0.671310942,0.765295854,-0.748450703,-0.745337918,0.721839928,0.928640153,-0.359047687,Chlorella_FSP
-1.543755604,2.049907599,-0.393498484,0.239999182,-0.481793363,2.049907599,2.004858746,-1.513576044,2.036388993,-0.014036887,-0.163072225,-0.234741356,-0.154964093,-0.022704561,-0.051459313,0.022727302,-0.347317713,-0.273152057,-0.452238222,-0.807503512,-0.818434545,-0.73895366,-0.638096007,1.025309441,0.55489027,0.591029836,-0.70108314,-0.730627236,0.697626513,0.96067159,-0.813454797,Chlorella_FSP
-0.320132239,1.127489318,-0.373944541,0.125707098,-0.441257003,1.127489318,1.164904773,-0.887155529,1.276728584,0.207773692,-0.195253998,-0.240863239,-0.171558485,-0.022708704,-0.053642857,0.022823382,-0.472488826,-0.674663155,-0.455381685,-0.778078099,-0.813228396,-0.674468238,-0.668517633,0.458182325,0.75475878,0.783933931,-0.752637275,-0.78002509,0.769285381,1.022974898,-0.257309471,Chlorella_FSP
-1.109447421,1.394372917,-0.503887885,0.078583593,-0.562137398,1.394372917,1.270518692,-1.499842219,1.4007042,-0.398885793,-0.515655809,-0.271323523,-0.196688992,-0.022709043,-0.054016176,0.022721539,-0.548390459,-0.351879723,-0.440712191,-0.768030397,-0.740714172,-0.682119051,-0.135294143,0.871690593,0.703033622,0.023500396,-0.782655611,-0.79898505,0.779482329,1.034307957,0.211325877,Chlorella_FSP
-1.008162571,1.460671285,-0.495998648,0.064868543,-0.579513898,1.460671285,1.569617682,-1.476817673,1.567186833,-0.264903803,-0.368251726,-0.239736992,-0.154677514,-0.022705599,-0.051707628,0.022737238,-0.629618522,-0.493589523,-0.587407134,-0.872095882,-0.804303568,-0.603424977,-0.479227519,0.965861051,0.662872397,0.543968692,-0.774971591,-0.793401768,0.773288894,1.015830683,-0.543076671,Chlorella_FSP
-0.451244398,1.915628982,-0.480087751,0.126058766,-0.626846919,1.915628982,1.800572688,-1.301056198,1.905580034,-0.592687403,-0.371228674,-0.203802892,-0.103215816,-0.022697575,-0.049037311,0.022836663,-0.632947541,-0.519354941,-0.679615384,-0.947453648,-0.863802418,-0.665177966,-0.531620318,1.06581852,0.678030525,0.675367133,-0.779077494,-0.807547711,0.802646538,1.100160591,-0.750752989,Chlorella_FSP
-0.801252754,1.806602714,-0.515515666,0.198062779,-0.662678361,1.806602714,1.61311248,-1.347267003,1.815575908,-0.288398893,-0.373781377,-0.247415679,-0.156397652,-0.022705108,-0.050808707,0.022721121,-0.411234877,-0.424166035,-0.667041531,-0.859895101,-0.873842849,-0.64659742,-0.655841955,0.928508523,0.714285016,0.474541855,-0.839065617,-0.850510596,0.837367803,1.060958863,-0.054533841,Chlorella_FSP
-0.345896199,1.093515136,-0.548447437,0.001878607,-0.689368498,1.093515136,0.798819733,-0.286274453,1.022108256,-0.325467782,-0.460817101,-0.237906309,-0.148051168,-0.022705264,-0.051994024,0.022709005,-0.251441966,-0.106392546,-0.528729157,-0.89290898,-0.825871901,-0.630202822,-0.451341029,1.017418061,0.579424559,0.252282789,-0.763046408,-0.768739472,0.700536347,0.897164729,-0.511476529,Chlorella_FSP
0.258773376,0.591068347,-0.470379813,-0.135875246,-0.465427096,0.591068347,0.514057962,-1.063981007,0.559995934,-0.357357607,-0.454132891,-0.263245991,-0.182254243,-0.022708563,-0.053503869,0.022716928,-0.694867294,-0.497168053,-0.535016083,-0.724251124,-0.791660062,-0.594134705,-0.418384268,0.758054733,0.702877353,0.480133278,-0.788872343,-0.79570346,0.769223215,0.990113927,-0.305190127,Chlorella_FSP
0.591082019,-0.174486531,-0.585621431,-0.261233149,-0.583972079,-0.174486531,-0.303938854,-0.160801134,-0.295649623,0.10168804,-0.33958623,-0.243213851,-0.158325189,-0.022706523,-0.052503806,0.022670181,-0.32934101,-0.279593411,-0.615698301,-0.90726284,-0.81583147,-0.589762812,-0.535845544,0.633897035,0.595520303,0.758772527,-0.641852829,-0.630149521,0.617944144,0.859554422,-1.359262791,Chlorella_FSP
-1.520481366,1.263075368,-0.54419003,0.015886221,-0.552536997,1.263075368,1.147307217,-1.549693474,1.33776158,-0.773294941,-0.576632441,-0.275491909,-0.197494633,-0.022709046,-0.054027025,0.022722077,-0.666903535,-0.534384768,-0.544446472,-0.808938898,-0.80058489,-0.591402272,-0.6828834,0.379268534,0.811328288,0.710779479,-0.782177009,-0.803243486,0.788532182,0.989285283,-0.134876995,Chlorella_FSP
-1.070725837,0.924919913,-0.384437243,0.062328718,-0.496465573,0.924919913,1.028272129,-0.566714197,0.980747612,0.188348551,-0.316284826,-0.226238093,-0.131996095,-0.022695963,-0.048667458,0.022695417,0.608110734,0.88915458,-0.077118297,-0.277846075,-0.197043428,0.478072049,-0.009382416,-0.286763867,-0.319593065,0.261601828,-0.346871121,-0.203820579,-0.16804842,0.116925681,0.467243503,Chlorella_FSP
-0.620970307,0.783936712,-0.453484131,-0.031272938,-0.578841667,0.783936712,0.857014924,-0.415470266,0.826735125,0.134223643,-0.276462602,-0.233575681,-0.143289262,-0.022688503,-0.048786451,0.022746579,0.715970949,0.924224177,-0.092835612,-0.145790562,-0.253939204,0.304289303,0.344691502,0.022578196,-0.519305306,0.430276423,-0.34765077,-0.184756829,-0.251938702,-0.149868739,0.320897795,Chlorella_FSP
